source,target,weight
N8520,N1804,3
N8521,N2215,1
N8521,N1743,2
N8521,N1616,2
N8522,N2778,4
N8522,N497,5
N8522,N3636,2
N8523,N8225,5
N8523,N7438,4
N8523,N6797,4
N8524,N1861,5
N8524,N1420,4
N8524,N9602,5
N8525,N7895,3
N8525,N3547,4
N8525,N7402,2
N8526,N8470,4
N8526,N5846,1
N8526,N5161,5
N8527,N9743,5
N8527,N248,1
N8527,N169,3
N8528,N8957,3
N8528,N2991,4
N8528,N6356,3
N8529,N2668,3
N8529,N4228,1
N8529,N4504,1
N8530,N2640,5
N8530,N8683,3
N8530,N1517,5
N8531,N8277,1
N8531,N7394,5
N8531,N2654,4
N8532,N573,2
N8532,N9612,2
N8532,N3435,2
N8533,N1328,3
N8533,N1299,4
N8533,N7045,4
N8534,N6564,3
N8534,N8524,3
N8534,N631,4
N8535,N7377,2
N8535,N4939,1
N8535,N460,5
N8536,N8873,4
N8536,N4557,3
N8536,N313,5
N8537,N1255,4
N8537,N5375,2
N8537,N2060,5
N8538,N7980,4
N8538,N7405,4
N8538,N5779,5
N8539,N9335,2
N8539,N332,1
N8539,N7308,2
N8540,N3444,1
N8540,N6376,3
N8540,N7023,2
N8541,N7078,3
N8541,N7959,3
N8541,N8394,3
N8542,N2592,1
N8542,N2645,4
N8542,N3454,2
N8543,N1944,5
N8543,N3094,3
N8543,N972,2
N8544,N3917,3
N8544,N5611,3
N8544,N3071,2
N8545,N1138,3
N8545,N6581,1
N8545,N8966,3
N8546,N3956,3
N8546,N965,3
N8546,N7599,2
N8547,N8115,3
N8547,N3417,5
N8547,N6483,1
N8548,N3190,5
N8548,N3607,5
N8548,N9557,5
N8549,N6509,2
N8549,N7315,5
N8549,N6957,2
N8550,N895,1
N8550,N7933,3
N8550,N8075,5
N8551,N2153,2
N8551,N2388,5
N8551,N3734,3
N8552,N4359,1
N8552,N4009,2
N8552,N7931,3
N8553,N4845,5
N8553,N2677,3
N8553,N5510,2
N8554,N9814,2
N8554,N1068,3
N8554,N5691,3
N8555,N2550,1
N8555,N5660,5
N8555,N6628,5
N8556,N6594,5
N8556,N5373,3
N8556,N9449,2
N8557,N8623,4
N8557,N4130,2
N8557,N3279,2
N8558,N20,1
N8558,N7117,3
N8558,N5030,4
N8559,N6436,5
N8559,N494,5
N8559,N3139,2
N8560,N3702,5
N8560,N1238,3
N8560,N4447,4
N8561,N5402,4
N8561,N1616,2
N8561,N4819,4
N8562,N8722,3
N8562,N798,3
N8562,N8258,5
N8563,N6061,4
N8563,N7096,1
N8563,N8117,1
N8564,N2972,4
N8564,N2437,3
N8564,N8460,2
N8565,N4599,3
N8565,N649,2
N8565,N2198,5
N8566,N2769,5
N8566,N5239,5
N8566,N9703,3
N8567,N6350,5
N8567,N1327,2
N8567,N5563,3
N8568,N2983,5
N8568,N69,4
N8568,N9330,2
N8569,N5886,1
N8569,N894,5
N8569,N7132,4
N8570,N9150,3
N8570,N1529,2
N8570,N8534,4
N8571,N2852,1
N8571,N5220,5
N8571,N144,3
N8572,N8603,5
N8572,N6798,3
N8572,N42,1
N8573,N1226,5
N8573,N5454,2
N8573,N1010,2
N8574,N5908,1
N8574,N3303,1
N8574,N7350,3
N8575,N6344,1
N8575,N2467,5
N8575,N5470,4
N8576,N2308,4
N8576,N1488,5
N8576,N3088,1
N8577,N2341,5
N8577,N481,3
N8577,N241,4
N8578,N3744,4
N8578,N246,2
N8578,N5039,4
N8579,N3575,4
N8579,N870,2
N8579,N3691,4
N8580,N1906,4
N8580,N9309,4
N8580,N180,1
N8581,N6054,2
N8581,N6448,3
N8581,N9119,1
N8582,N1371,5
N8582,N5617,3
N8582,N8766,5
N8583,N797,3
N8583,N3609,5
N8583,N8771,2
N8584,N6435,3
N8584,N396,2
N8584,N4943,4
N8585,N8182,1
N8585,N1345,2
N8585,N9092,5
N8586,N900,1
N8586,N7245,2
N8586,N385,2
N8587,N2411,1
N8587,N2702,4
N8587,N4702,3
N8588,N1370,5
N8588,N312,5
N8588,N3461,4
N8589,N6660,2
N8589,N7038,3
N8589,N9160,2
N8590,N1931,1
N8590,N6,3
N8590,N1679,1
N8591,N5335,4
N8591,N8470,5
N8591,N9503,2
N8592,N6339,1
N8592,N3846,1
N8592,N6058,3
N8593,N6049,3
N8593,N9580,1
N8593,N8461,2
N8594,N1875,1
N8594,N7764,2
N8594,N7333,4
N8595,N3992,4
N8595,N9303,5
N8595,N1812,4
N8596,N4822,5
N8596,N3350,5
N8596,N1387,2
N8597,N607,4
N8597,N7319,5
N8597,N6201,5
N8598,N3235,1
N8598,N9436,3
N8598,N1141,4
N8599,N2266,5
N8599,N6832,3
N8599,N209,3
N8600,N1087,4
N8600,N9598,3
N8600,N9538,3
N8601,N1286,2
N8601,N1276,3
N8601,N9518,3
N8602,N1675,1
N8602,N5639,4
N8602,N518,4
N8603,N9464,1
N8603,N17,5
N8603,N2655,4
N8604,N1652,4
N8604,N4629,5
N8604,N717,3
N8605,N6467,3
N8605,N2941,4
N8605,N9243,2
N8606,N8289,1
N8606,N6453,3
N8606,N5409,3
N8607,N1165,3
N8607,N9323,4
N8607,N1823,2
N8608,N8967,2
N8608,N4820,5
N8608,N2960,2
N8609,N6401,4
N8609,N5432,4
N8609,N3906,2
N8610,N9072,4
N8610,N6944,3
N8610,N884,5
N8611,N2520,3
N8611,N8562,3
N8611,N9831,3
N8612,N6743,5
N8612,N180,4
N8612,N845,3
N8613,N3475,1
N8613,N3913,4
N8613,N4228,4
N8614,N310,1
N8614,N9772,3
N8614,N3638,2
N8615,N4398,4
N8615,N1235,5
N8615,N6867,4
N8616,N375,3
N8616,N8512,4
N8616,N4841,1
N8617,N9044,1
N8617,N907,3
N8617,N4524,3
N8618,N4899,5
N8618,N385,2
N8618,N1565,1
N8619,N653,1
N8619,N410,1
N8619,N6260,5
N8620,N9966,4
N8620,N1126,5
N8620,N5781,3
N8621,N8601,5
N8621,N4989,3
N8621,N9605,4
N8622,N970,2
N8622,N761,3
N8622,N4636,4
N8623,N4820,5
N8623,N757,4
N8623,N7386,5
N8624,N5368,5
N8624,N963,3
N8624,N895,2
N8625,N3703,4
N8625,N5478,1
N8625,N8644,4
N8626,N8685,5
N8626,N9488,3
N8626,N2945,5
N8627,N789,4
N8627,N6945,2
N8627,N2692,5
N8628,N7184,3
N8628,N3959,2
N8628,N8083,5
N8629,N2461,1
N8629,N695,4
N8629,N7655,2
N8630,N5691,3
N8630,N9413,4
N8630,N6592,2
N8631,N6774,3
N8631,N1778,4
N8631,N6773,5
N8632,N9771,4
N8632,N7069,1
N8632,N1432,2
N8633,N8757,1
N8633,N3998,2
N8633,N100,5
N8634,N4202,3
N8634,N2087,1
N8634,N7064,2
N8635,N8662,5
N8635,N9614,2
N8635,N7087,5
N8636,N876,3
N8636,N4113,4
N8636,N3072,4
N8637,N2170,5
N8637,N6267,2
N8637,N9772,5
N8638,N5447,2
N8638,N3492,4
N8638,N5082,4
N8639,N7121,4
N8639,N1005,4
N8639,N7302,5
N8640,N4320,4
N8640,N392,1
N8640,N4234,4
N8641,N399,3
N8641,N9252,4
N8641,N9624,4
N8642,N4236,1
N8642,N3464,3
N8642,N2725,5
N8643,N176,4
N8643,N3397,3
N8643,N1193,5
N8644,N5941,3
N8644,N6036,2
N8644,N1376,5
N8645,N4617,5
N8645,N9775,5
N8645,N8689,2
N8646,N9470,2
N8646,N4343,3
N8646,N3871,4
N8647,N4793,2
N8647,N1442,2
N8647,N3750,5
N8648,N8151,5
N8648,N9039,1
N8648,N7504,5
N8649,N5579,5
N8649,N352,1
N8649,N4166,5
N8650,N8322,5
N8650,N7314,2
N8650,N8846,4
N8651,N6910,3
N8651,N2214,5
N8651,N1284,4
N8652,N3484,3
N8652,N914,2
N8652,N9243,1
N8653,N9206,3
N8653,N4585,1
N8653,N4767,2
N8654,N677,2
N8654,N2365,4
N8654,N7111,1
N8655,N2039,3
N8655,N7135,3
N8655,N7003,1
N8656,N9457,2
N8656,N4070,4
N8656,N3583,4
N8657,N9038,2
N8657,N5906,5
N8657,N5056,4
N8658,N8496,3
N8658,N8283,3
N8658,N2703,4
N8659,N2526,3
N8659,N43,4
N8659,N8216,1
N8660,N7960,1
N8660,N7186,3
N8660,N5279,2
N8661,N2921,3
N8661,N4242,2
N8661,N3265,4
N8662,N247,4
N8662,N2633,2
N8662,N8495,2
N8663,N236,5
N8663,N2977,5
N8663,N9580,5
N8664,N1367,2
N8664,N7503,2
N8664,N3329,5
N8665,N3075,5
N8665,N995,2
N8665,N3906,5
N8666,N8451,1
N8666,N7445,2
N8666,N23,4
N8667,N5582,5
N8667,N7111,4
N8667,N1832,1
N8668,N7847,3
N8668,N1998,2
N8668,N6932,3
N8669,N7924,5
N8669,N5403,1
N8669,N1965,3
N8670,N2364,4
N8670,N5165,2
N8670,N993,2
N8671,N3838,3
N8671,N9964,4
N8671,N6672,2
N8672,N7968,4
N8672,N9647,1
N8672,N9159,4
N8673,N8339,5
N8673,N2083,3
N8673,N6811,4
N8674,N1294,4
N8674,N1736,4
N8674,N6438,2
N8675,N357,3
N8675,N5529,2
N8675,N6542,4
N8676,N1060,2
N8676,N7637,5
N8676,N8800,5
N8677,N2185,3
N8677,N5920,5
N8677,N8328,2
N8678,N2006,5
N8678,N4353,2
N8678,N6540,2
N8679,N8478,2
N8679,N2434,2
N8679,N9018,3
N8680,N2001,1
N8680,N9405,3
N8680,N7724,5
N8681,N3643,5
N8681,N4436,2
N8681,N6988,4
N8682,N8785,2
N8682,N1475,4
N8682,N6480,3
N8683,N4071,4
N8683,N1429,4
N8683,N6300,1
N8684,N1705,2
N8684,N7997,4
N8684,N820,5
N8685,N1145,1
N8685,N7520,3
N8685,N3949,4
N8686,N4553,2
N8686,N2835,2
N8686,N76,4
N8687,N8199,1
N8687,N5858,4
N8687,N2746,5
N8688,N3537,3
N8688,N2460,4
N8688,N7705,4
N8689,N874,2
N8689,N2504,3
N8689,N3578,1
N8690,N3343,4
N8690,N8836,2
N8690,N4792,3
N8691,N1883,4
N8691,N1350,5
N8691,N2378,5
N8692,N6079,2
N8692,N8346,4
N8692,N9036,3
N8693,N1723,4
N8693,N5374,5
N8693,N6191,5
N8694,N3110,4
N8694,N962,5
N8694,N8221,2
N8695,N1201,3
N8695,N1330,3
N8695,N8526,1
N8696,N7908,5
N8696,N5695,1
N8696,N6573,3
N8697,N498,3
N8697,N1010,5
N8697,N6133,2
N8698,N6366,1
N8698,N6380,4
N8698,N4205,1
N8699,N623,5
N8699,N2810,5
N8699,N8549,1
N8700,N2478,2
N8700,N173,5
N8700,N5362,3
N8701,N1730,1
N8701,N5339,4
N8701,N8597,3
N8702,N9856,5
N8702,N502,4
N8702,N9301,3
N8703,N5969,5
N8703,N1054,5
N8703,N6296,5
N8704,N8383,1
N8704,N7930,4
N8704,N6,4
N8705,N5275,1
N8705,N3117,3
N8705,N797,3
N8706,N9853,4
N8706,N5126,4
N8706,N740,5
N8707,N1135,3
N8707,N4105,2
N8707,N5788,3
N8708,N2258,3
N8708,N4026,1
N8708,N9680,2
N8709,N457,1
N8709,N8511,2
N8709,N8288,3
N8710,N1318,2
N8710,N7967,3
N8710,N6597,1
N8711,N1148,3
N8711,N1673,3
N8711,N1914,3
N8712,N6192,2
N8712,N258,5
N8712,N749,3
N8713,N3562,3
N8713,N6388,4
N8713,N1039,1
N8714,N9288,2
N8714,N7695,1
N8714,N778,3
N8715,N9705,4
N8715,N3796,4
N8715,N5841,3
N8716,N9102,5
N8716,N8912,3
N8716,N7556,3
N8717,N4785,3
N8717,N179,2
N8717,N1507,1
N8718,N4821,5
N8718,N1882,4
N8718,N1985,1
N8719,N4341,1
N8719,N481,3
N8719,N2110,5
N8720,N2462,4
N8720,N3488,3
N8720,N7185,2
N8721,N1229,5
N8721,N3049,5
N8721,N8718,5
N8722,N3389,1
N8722,N3795,1
N8722,N8574,5
N8723,N6636,4
N8723,N6192,5
N8723,N9658,4
N8724,N2959,2
N8724,N5583,2
N8724,N7994,4
N8725,N2525,1
N8725,N8463,1
N8725,N4378,5
N8726,N8643,3
N8726,N7722,3
N8726,N9689,2
N8727,N5272,3
N8727,N2504,5
N8727,N7520,1
N8728,N3965,1
N8728,N7719,1
N8728,N6392,3
N8729,N2885,2
N8729,N2612,2
N8729,N3816,2
N8730,N885,4
N8730,N5333,1
N8730,N8625,2
N8731,N5537,5
N8731,N8364,1
N8731,N4984,3
N8732,N4506,4
N8732,N2483,5
N8732,N4183,2
N8733,N1490,1
N8733,N9393,5
N8733,N4260,4
N8734,N7626,1
N8734,N4798,2
N8734,N9721,4
N8735,N2211,4
N8735,N7200,5
N8735,N2680,4
N8736,N6344,5
N8736,N1255,5
N8736,N7268,4
N8737,N1726,3
N8737,N1373,3
N8737,N1707,5
N8738,N8755,3
N8738,N9209,4
N8738,N2230,2
N8739,N5242,4
N8739,N5099,4
N8739,N3495,1
N8740,N3470,1
N8740,N9457,2
N8740,N2974,2
N8741,N367,5
N8741,N1026,1
N8741,N7701,3
N8742,N7551,4
N8742,N8255,3
N8742,N1266,4
N8743,N4927,3
N8743,N7542,4
N8743,N9227,5
N8744,N1277,5
N8744,N1973,2
N8744,N7862,5
N8745,N5921,4
N8745,N5412,3
N8745,N756,5
N8746,N5754,5
N8746,N825,3
N8746,N763,1
N8747,N6496,1
N8747,N1797,1
N8747,N7566,1
N8748,N6286,2
N8748,N9713,4
N8748,N6747,2
N8749,N3168,1
N8749,N1866,5
N8749,N2336,1
N8750,N9243,3
N8750,N3429,1
N8750,N1369,5
N8751,N5701,4
N8751,N3744,5
N8751,N5953,2
N8752,N791,2
N8752,N7684,4
N8752,N608,2
N8753,N3413,2
N8753,N2644,5
N8753,N7822,4
N8754,N7075,2
N8754,N2709,4
N8754,N2890,1
N8755,N2929,2
N8755,N622,2
N8755,N7597,5
N8756,N8715,1
N8756,N7280,5
N8756,N503,4
N8757,N9992,3
N8757,N2798,2
N8757,N7043,1
N8758,N6716,1
N8758,N5637,4
N8758,N5819,2
N8759,N6324,2
N8759,N937,4
N8759,N5389,5
N8760,N4466,4
N8760,N2140,1
N8760,N7197,1
N8761,N6823,3
N8761,N3491,3
N8761,N2657,2
N8762,N9826,3
N8762,N948,1
N8762,N6144,4
N8763,N8272,5
N8763,N1208,3
N8763,N8976,5
N8764,N4941,3
N8764,N3032,5
N8764,N8825,5
N8765,N4359,1
N8765,N7231,2
N8765,N7737,1
N8766,N2833,5
N8766,N4258,5
N8766,N8360,1
N8767,N973,5
N8767,N2239,2
N8767,N8495,4
N8768,N5460,1
N8768,N2851,5
N8768,N6937,4
N8769,N9996,4
N8769,N3900,2
N8769,N3814,4
N8770,N6362,2
N8770,N6872,1
N8770,N7994,3
N8771,N1952,4
N8771,N2875,4
N8771,N4197,1
N8772,N3984,5
N8772,N1812,5
N8772,N8035,5
N8773,N240,5
N8773,N8834,2
N8773,N6609,3
N8774,N9718,4
N8774,N5985,2
N8774,N9940,3
N8775,N8559,1
N8775,N1025,4
N8775,N6388,5
N8776,N9049,5
N8776,N1363,5
N8776,N1275,4
N8777,N8209,4
N8777,N1632,4
N8777,N1077,2
N8778,N1224,4
N8778,N400,5
N8778,N1597,3
N8779,N319,1
N8779,N9851,1
N8779,N2081,3
N8780,N7615,3
N8780,N123,3
N8780,N3461,5
N8781,N4846,1
N8781,N2975,1
N8781,N5510,2
N8782,N629,5
N8782,N711,1
N8782,N7257,2
N8783,N9703,5
N8783,N7383,3
N8783,N4613,5
N8784,N9791,4
N8784,N3742,4
N8784,N8356,5
N8785,N9745,1
N8785,N2870,5
N8785,N4469,3
N8786,N6943,4
N8786,N4123,5
N8786,N5508,5
N8787,N1776,2
N8787,N4924,5
N8787,N5589,5
N8788,N5001,2
N8788,N167,3
N8788,N1813,2
N8789,N9271,5
N8789,N914,2
N8789,N9156,4
N8790,N8372,3
N8790,N1581,1
N8790,N2397,5
N8791,N3628,2
N8791,N2686,1
N8791,N7957,2
N8792,N9785,3
N8792,N7312,4
N8792,N7164,4
N8793,N7574,2
N8793,N5291,5
N8793,N6203,1
N8794,N7508,1
N8794,N3227,1
N8794,N3507,5
N8795,N9850,5
N8795,N3897,3
N8795,N6844,1
N8796,N6556,2
N8796,N748,3
N8796,N6580,2
N8797,N4356,3
N8797,N3599,1
N8797,N6657,1
N8798,N5739,1
N8798,N2200,4
N8798,N5102,2
N8799,N4467,2
N8799,N2548,2
N8799,N6603,5
N8800,N7442,4
N8800,N6583,3
N8800,N3014,4
N8801,N2716,5
N8801,N7357,5
N8801,N6978,1
N8802,N5306,2
N8802,N1211,3
N8802,N4822,1
N8803,N2416,2
N8803,N3802,1
N8803,N1479,4
N8804,N1388,1
N8804,N362,4
N8804,N3577,3
N8805,N6531,5
N8805,N5877,4
N8805,N252,5
N8806,N4593,1
N8806,N2701,2
N8806,N8000,3
N8807,N2227,4
N8807,N399,5
N8807,N3259,1
N8808,N5336,2
N8808,N9550,3
N8808,N1445,4
N8809,N8353,3
N8809,N7119,1
N8809,N271,3
N8810,N3762,1
N8810,N6327,1
N8810,N930,5
N8811,N9916,4
N8811,N5920,2
N8811,N9606,4
N8812,N2217,3
N8812,N1046,1
N8812,N6904,5
N8813,N1972,4
N8813,N6769,4
N8813,N7482,5
N8814,N7460,3
N8814,N7924,4
N8814,N243,1
N8815,N2589,3
N8815,N3591,1
N8815,N8627,4
N8816,N2740,2
N8816,N7313,4
N8816,N2379,5
N8817,N7013,1
N8817,N4651,3
N8817,N6518,5
N8818,N8895,2
N8818,N4076,2
N8818,N242,5
N8819,N6483,4
N8819,N8779,4
N8819,N7186,2
N8820,N812,3
N8820,N2574,4
N8820,N6873,4
N8821,N5186,3
N8821,N4698,2
N8821,N3298,2
N8822,N5155,5
N8822,N9560,5
N8822,N2604,4
N8823,N2101,1
N8823,N913,2
N8823,N5260,5
N8824,N6905,1
N8824,N870,3
N8824,N8846,4
N8825,N1293,1
N8825,N1829,1
N8825,N9497,5
N8826,N9073,4
N8826,N6040,1
N8826,N3720,2
N8827,N9473,3
N8827,N4656,1
N8827,N6029,2
N8828,N8989,4
N8828,N4435,1
N8828,N8981,1
N8829,N822,5
N8829,N8746,3
N8829,N7173,2
N8830,N1352,3
N8830,N3976,5
N8830,N6037,4
N8831,N689,3
N8831,N8000,2
N8831,N1642,1
N8832,N2381,4
N8832,N9669,3
N8832,N1083,3
N8833,N7494,4
N8833,N8646,5
N8833,N3292,3
N8834,N5177,5
N8834,N8187,4
N8834,N9495,2
N8835,N8825,5
N8835,N9324,1
N8835,N1865,2
N8836,N7821,2
N8836,N5049,4
N8836,N8725,2
N8837,N2074,2
N8837,N7467,3
N8837,N8789,5
N8838,N2276,1
N8838,N9152,2
N8838,N7026,5
N8839,N57,5
N8839,N540,5
N8839,N1576,1
N8840,N2592,3
N8840,N8758,1
N8840,N8427,1
N8841,N7202,3
N8841,N2001,3
N8841,N3904,3
N8842,N1681,1
N8842,N6933,1
N8842,N7600,3
N8843,N7975,5
N8843,N8113,5
N8843,N3356,2
N8844,N3899,4
N8844,N5347,1
N8844,N3519,2
N8845,N4327,5
N8845,N2328,2
N8845,N1623,2
N8846,N4121,3
N8846,N3605,2
N8846,N1271,3
N8847,N1673,5
N8847,N2662,2
N8847,N9614,5
N8848,N2396,1
N8848,N3662,3
N8848,N9646,1
N8849,N6633,2
N8849,N5292,5
N8849,N1023,1
N8850,N2843,4
N8850,N7639,3
N8850,N5820,4
N8851,N6798,3
N8851,N7881,5
N8851,N1747,2
N8852,N1760,1
N8852,N6669,3
N8852,N6593,1
N8853,N7986,2
N8853,N6720,5
N8853,N3799,4
N8854,N4178,5
N8854,N1482,4
N8854,N9193,1
N8855,N5451,1
N8855,N7297,5
N8855,N1200,3
N8856,N5020,5
N8856,N4976,4
N8856,N2455,5
N8857,N280,3
N8857,N6829,3
N8857,N3213,5
N8858,N1643,5
N8858,N1183,4
N8858,N7560,2
N8859,N5140,4
N8859,N9459,1
N8859,N1288,5
N8860,N8601,3
N8860,N1000,5
N8860,N3321,2
N8861,N5669,5
N8861,N1773,3
N8861,N6249,5
N8862,N5281,3
N8862,N6668,2
N8862,N7968,4
N8863,N4301,4
N8863,N3330,5
N8863,N2619,3
N8864,N5159,5
N8864,N6816,4
N8864,N5377,5
N8865,N1203,4
N8865,N2227,3
N8865,N2794,4
N8866,N1298,5
N8866,N2460,1
N8866,N706,2
N8867,N5111,3
N8867,N5922,1
N8867,N6764,3
N8868,N16,3
N8868,N3463,3
N8868,N5540,2
N8869,N1914,1
N8869,N6803,3
N8869,N8074,2
N8870,N3469,3
N8870,N9591,1
N8870,N2305,5
N8871,N2921,4
N8871,N2925,2
N8871,N5716,5
N8872,N5903,3
N8872,N6160,4
N8872,N5613,3
N8873,N1102,5
N8873,N1618,5
N8873,N9769,5
N8874,N6532,4
N8874,N8144,2
N8874,N1526,4
N8875,N8903,2
N8875,N6504,1
N8875,N6689,2
N8876,N2136,1
N8876,N993,2
N8876,N458,2
N8877,N1298,4
N8877,N6666,1
N8877,N2540,1
N8878,N682,3
N8878,N1319,3
N8878,N1199,5
N8879,N4021,2
N8879,N5459,5
N8879,N1204,3
N8880,N2964,4
N8880,N9199,4
N8880,N2768,3
N8881,N218,4
N8881,N6476,1
N8881,N169,3
N8882,N1981,2
N8882,N6304,3
N8882,N775,2
N8883,N7672,2
N8883,N4308,1
N8883,N253,2
N8884,N5873,3
N8884,N2939,2
N8884,N3080,5
N8885,N2780,2
N8885,N1431,5
N8885,N8055,4
N8886,N141,1
N8886,N8556,2
N8886,N2770,3
N8887,N8288,1
N8887,N354,1
N8887,N2400,2
N8888,N7205,3
N8888,N2468,3
N8888,N2300,2
N8889,N9625,4
N8889,N7893,3
N8889,N7226,1
N8890,N3219,2
N8890,N7595,4
N8890,N6880,2
N8891,N1144,5
N8891,N2640,3
N8891,N7641,1
N8892,N6542,5
N8892,N5536,1
N8892,N9679,4
N8893,N3659,2
N8893,N4262,1
N8893,N467,3
N8894,N182,3
N8894,N4050,1
N8894,N4208,1
N8895,N3658,3
N8895,N77,5
N8895,N1668,2
N8896,N6709,2
N8896,N9746,1
N8896,N5505,3
N8897,N1161,4
N8897,N2062,3
N8897,N6422,5
N8898,N8154,5
N8898,N3352,4
N8898,N2649,2
N8899,N5740,4
N8899,N1103,3
N8899,N1144,1
N8900,N9006,4
N8900,N1618,1
N8900,N8032,5
N8901,N2619,3
N8901,N8060,2
N8901,N1983,2
N8902,N7527,1
N8902,N5150,3
N8902,N3408,4
N8903,N7294,2
N8903,N1591,4
N8903,N3657,3
N8904,N1704,4
N8904,N351,2
N8904,N2276,3
N8905,N4111,2
N8905,N3924,3
N8905,N4265,1
N8906,N7252,5
N8906,N3350,4
N8906,N9620,2
N8907,N2379,5
N8907,N4346,2
N8907,N2055,3
N8908,N7489,5
N8908,N9257,3
N8908,N5182,5
N8909,N7919,3
N8909,N764,5
N8909,N6100,3
N8910,N175,1
N8910,N7930,5
N8910,N5550,3
N8911,N716,3
N8911,N7157,4
N8911,N9250,1
N8912,N4874,4
N8912,N9963,2
N8912,N6057,2
N8913,N6952,5
N8913,N2563,4
N8913,N10,1
N8914,N467,2
N8914,N4675,3
N8914,N2673,4
N8915,N6599,4
N8915,N9499,3
N8915,N9285,3
N8916,N4127,5
N8916,N6456,3
N8916,N9022,5
N8917,N4481,5
N8917,N8804,4
N8917,N2508,5
N8918,N272,3
N8918,N9488,4
N8918,N3770,1
N8919,N5452,1
N8919,N2610,2
N8919,N8175,2
N8920,N6574,4
N8920,N1140,2
N8920,N5486,1
N8921,N2118,1
N8921,N6622,1
N8921,N4869,2
N8922,N7489,3
N8922,N9152,5
N8922,N9563,4
N8923,N9533,3
N8923,N7983,2
N8923,N5916,3
N8924,N8837,4
N8924,N8219,1
N8924,N1789,2
N8925,N9459,4
N8925,N7473,1
N8925,N7317,1
N8926,N7293,5
N8926,N447,3
N8926,N1107,3
N8927,N428,2
N8927,N2514,3
N8927,N4752,3
N8928,N335,5
N8928,N6756,1
N8928,N3441,5
N8929,N414,3
N8929,N9982,2
N8929,N2687,1
N8930,N7644,5
N8930,N7148,1
N8930,N1466,2
N8931,N5394,1
N8931,N5099,1
N8931,N2869,1
N8932,N9008,3
N8932,N539,5
N8932,N2030,1
N8933,N1307,1
N8933,N6787,3
N8933,N9196,1
N8934,N9129,1
N8934,N2059,5
N8934,N7043,4
N8935,N2807,2
N8935,N1785,3
N8935,N4185,3
N8936,N5879,4
N8936,N6164,1
N8936,N1455,3
N8937,N1057,3
N8937,N6326,2
N8937,N4230,5
N8938,N5888,1
N8938,N3401,4
N8938,N2870,1
N8939,N9822,4
N8939,N1345,4
N8939,N6744,3
N8940,N6017,3
N8940,N5397,5
N8940,N7471,3
N8941,N1106,3
N8941,N8114,3
N8941,N1561,5
N8942,N3880,1
N8942,N2084,4
N8942,N2926,4
N8943,N8774,1
N8943,N3997,1
N8943,N4487,2
N8944,N295,4
N8944,N9316,3
N8944,N3305,2
N8945,N4463,4
N8945,N4004,4
N8945,N5190,2
N8946,N853,5
N8946,N9893,5
N8946,N7898,1
N8947,N4304,3
N8947,N2845,1
N8947,N245,5
N8948,N9535,4
N8948,N5063,5
N8948,N3969,1
N8949,N7827,3
N8949,N9798,1
N8949,N2346,5
N8950,N3572,1
N8950,N4695,5
N8950,N226,4
N8951,N4411,4
N8951,N7064,4
N8951,N1630,1
N8952,N486,3
N8952,N2347,5
N8952,N8005,5
N8953,N269,4
N8953,N3846,4
N8953,N2703,2
N8954,N5914,1
N8954,N1709,1
N8954,N142,5
N8955,N488,2
N8955,N5592,3
N8955,N6676,4
N8956,N5442,4
N8956,N1900,1
N8956,N520,4
N8957,N8075,4
N8957,N3809,1
N8957,N9783,5
N8958,N3523,5
N8958,N5651,1
N8958,N3216,4
N8959,N9463,1
N8959,N3845,4
N8959,N4397,1
N8960,N8602,2
N8960,N9958,4
N8960,N7118,2
N8961,N3668,3
N8961,N5435,2
N8961,N279,2
N8962,N723,4
N8962,N7986,4
N8962,N3480,4
N8963,N1464,2
N8963,N5288,2
N8963,N549,4
N8964,N6902,4
N8964,N9174,2
N8964,N2022,4
N8965,N702,5
N8965,N479,2
N8965,N243,4
N8966,N8252,3
N8966,N9704,2
N8966,N2517,4
N8967,N9534,1
N8967,N8780,2
N8967,N371,3
N8968,N4668,1
N8968,N1333,2
N8968,N8106,4
N8969,N8310,3
N8969,N6473,4
N8969,N2198,4
N8970,N3382,1
N8970,N8151,3
N8970,N1703,2
N8971,N4640,5
N8971,N5390,5
N8971,N4229,1
N8972,N541,3
N8972,N8800,2
N8972,N9179,3
N8973,N4289,2
N8973,N1093,3
N8973,N1841,2
N8974,N5023,4
N8974,N5190,4
N8974,N1003,2
N8975,N7826,3
N8975,N9947,4
N8975,N5745,3
N8976,N2141,4
N8976,N4174,2
N8976,N7606,5
N8977,N5184,1
N8977,N5152,3
N8977,N7024,3
N8978,N9710,1
N8978,N5609,3
N8978,N3342,4
N8979,N2683,5
N8979,N4649,4
N8979,N3965,4
N8980,N237,3
N8980,N5755,1
N8980,N8627,3
N8981,N3801,2
N8981,N5973,1
N8981,N1777,3
N8982,N8978,1
N8982,N1307,4
N8982,N8787,2
N8983,N3145,4
N8983,N2029,1
N8983,N6527,1
N8984,N2850,4
N8984,N2295,5
N8984,N8221,4
N8985,N8734,3
N8985,N5176,5
N8985,N9051,3
N8986,N556,2
N8986,N6410,5
N8986,N8404,4
N8987,N4689,1
N8987,N1242,3
N8987,N7982,3
N8988,N5384,3
N8988,N2205,3
N8988,N7727,5
N8989,N6996,1
N8989,N8165,4
N8989,N9112,1
N8990,N2257,2
N8990,N2058,1
N8990,N1566,5
N8991,N7751,4
N8991,N8733,2
N8991,N700,2
N8992,N4842,5
