source,target,weight
N19985,N3174,4
N19985,N13144,4
N19986,N6230,5
N19986,N7157,2
N19986,N21966,5
N19987,N5364,4
N19987,N2811,5
N19987,N6641,2
N19988,N20936,4
N19988,N292,2
N19988,N9018,3
N19989,N18967,3
N19989,N10572,3
N19989,N6026,1
N19990,N5246,5
N19990,N8287,4
N19990,N1767,4
N19991,N3455,5
N19991,N17769,2
N19991,N12261,2
N19992,N10931,2
N19992,N2049,2
N19992,N2459,2
N19993,N65,5
N19993,N21106,4
N19993,N24445,1
N19994,N6834,1
N19994,N16864,3
N19994,N20135,1
N19995,N23697,3
N19995,N3729,3
N19995,N8079,3
N19996,N23594,4
N19996,N5526,3
N19996,N8470,5
N19997,N4429,4
N19997,N477,4
N19997,N19148,4
N19998,N6594,2
N19998,N20872,3
N19998,N7723,5
N19999,N15064,2
N19999,N13244,5
N19999,N17728,3
N20000,N3075,2
N20000,N6023,5
N20000,N298,4
N20001,N4948,4
N20001,N22403,1
N20001,N15175,2
N20002,N9207,3
N20002,N21890,2
N20002,N22205,4
N20003,N8631,3
N20003,N19999,1
N20003,N10598,2
N20004,N8910,3
N20004,N7182,3
N20004,N18401,5
N20005,N5575,4
N20005,N4860,5
N20005,N10230,4
N20006,N24990,3
N20006,N5319,2
N20006,N7386,5
N20007,N1384,1
N20007,N5529,2
N20007,N21437,1
N20008,N6746,2
N20008,N5723,5
N20008,N17335,3
N20009,N1094,1
N20009,N13916,1
N20009,N959,4
N20010,N2665,5
N20010,N8866,4
N20010,N15490,3
N20011,N11087,1
N20011,N971,3
N20011,N16674,2
N20012,N18548,5
N20012,N24730,4
N20012,N1951,3
N20013,N6189,3
N20013,N6542,1
N20013,N8915,2
N20014,N9871,5
N20014,N6262,5
N20014,N1190,2
N20015,N16742,1
N20015,N1288,1
N20015,N21261,3
N20016,N4606,5
N20016,N20121,4
N20016,N5702,1
N20017,N11929,1
N20017,N5477,3
N20017,N18412,1
N20018,N23836,3
N20018,N11653,1
N20018,N1577,1
N20019,N1106,2
N20019,N2300,2
N20019,N19773,4
N20020,N5300,4
N20020,N21605,1
N20020,N6673,5
N20021,N12397,1
N20021,N24772,3
N20021,N17320,3
N20022,N1150,4
N20022,N1689,2
N20022,N12802,1
N20023,N2692,4
N20023,N4684,3
N20023,N4676,2
N20024,N6274,2
N20024,N18484,1
N20024,N746,4
N20025,N8234,4
N20025,N12260,3
N20025,N20943,2
N20026,N12005,2
N20026,N8460,3
N20026,N4979,5
N20027,N18843,2
N20027,N9420,2
N20027,N24307,5
N20028,N12078,5
N20028,N1631,5
N20028,N18275,4
N20029,N6646,4
N20029,N4378,3
N20029,N4935,5
N20030,N20419,2
N20030,N24596,5
N20030,N23037,3
N20031,N1907,3
N20031,N19572,2
N20031,N16218,1
N20032,N17054,1
N20032,N18907,2
N20032,N13081,4
N20033,N6585,4
N20033,N18358,5
N20033,N3841,3
N20034,N20041,3
N20034,N783,3
N20034,N19753,4
N20035,N1999,3
N20035,N9013,5
N20035,N23279,5
N20036,N7014,5
N20036,N14083,2
N20036,N24388,3
N20037,N1214,3
N20037,N1441,4
N20037,N16924,1
N20038,N2751,5
N20038,N198,5
N20038,N22977,1
N20039,N3732,1
N20039,N23380,2
N20039,N13791,4
N20040,N14660,1
N20040,N24233,3
N20040,N6546,2
N20041,N21645,4
N20041,N2529,5
N20041,N12914,1
N20042,N17671,5
N20042,N2416,3
N20042,N4759,2
N20043,N3417,1
N20043,N2466,5
N20043,N1148,1
N20044,N11866,1
N20044,N13700,1
N20044,N111,2
N20045,N7422,4
N20045,N15529,1
N20045,N879,1
N20046,N5958,1
N20046,N2391,4
N20046,N13201,2
N20047,N20775,5
N20047,N5249,2
N20047,N23725,4
N20048,N2697,1
N20048,N19118,3
N20048,N10643,2
N20049,N9233,5
N20049,N6986,5
N20049,N19178,4
N20050,N3461,5
N20050,N21555,5
N20050,N22966,4
N20051,N9118,5
N20051,N7914,1
N20051,N19557,2
N20052,N18612,5
N20052,N521,4
N20052,N17725,3
N20053,N5925,4
N20053,N5731,5
N20053,N2073,4
N20054,N682,2
N20054,N23321,5
N20054,N7209,3
N20055,N2021,3
N20055,N4149,1
N20055,N16115,1
N20056,N13335,1
N20056,N2150,4
N20056,N21967,4
N20057,N14838,3
N20057,N899,5
N20057,N1232,3
N20058,N4965,4
N20058,N12412,5
N20058,N23195,2
N20059,N7762,5
N20059,N5382,5
N20059,N8293,5
N20060,N14376,5
N20060,N8402,1
N20060,N4735,4
N20061,N19564,2
N20061,N5179,3
N20061,N1846,1
N20062,N22253,1
N20062,N21404,3
N20062,N8360,1
N20063,N18843,2
N20063,N16569,5
N20063,N1070,3
N20064,N20306,1
N20064,N7471,4
N20064,N1296,3
N20065,N4329,5
N20065,N14089,2
N20065,N11875,1
N20066,N5437,1
N20066,N16493,2
N20066,N3603,2
N20067,N18786,2
N20067,N8275,3
N20067,N20147,5
N20068,N22657,3
N20068,N19280,1
N20068,N20345,3
N20069,N15667,3
N20069,N14280,5
N20069,N10395,5
N20070,N336,2
N20070,N22516,3
N20070,N13544,5
N20071,N20962,5
N20071,N188,1
N20071,N21796,1
N20072,N4348,3
N20072,N15570,1
N20072,N13707,1
N20073,N19446,2
N20073,N5055,5
N20073,N558,3
N20074,N2382,5
N20074,N15511,3
N20074,N7391,5
N20075,N21054,3
N20075,N1462,2
N20075,N7157,4
N20076,N23852,5
N20076,N11858,2
N20076,N6320,3
N20077,N16017,4
N20077,N16773,5
N20077,N23479,4
N20078,N4141,5
N20078,N5077,1
N20078,N11087,3
N20079,N3674,4
N20079,N19336,3
N20079,N9560,5
N20080,N7369,5
N20080,N195,2
N20080,N3350,1
N20081,N10717,2
N20081,N16060,1
N20081,N15120,2
N20082,N4081,5
N20082,N9275,3
N20082,N20063,2
N20083,N19573,2
N20083,N2530,1
N20083,N3728,3
N20084,N3172,2
N20084,N7774,3
N20084,N1301,4
N20085,N1950,1
N20085,N5972,5
N20085,N470,3
N20086,N527,2
N20086,N7553,3
N20086,N23303,3
N20087,N19452,1
N20087,N17971,1
N20087,N13151,2
N20088,N237,1
N20088,N16313,2
N20088,N4908,3
N20089,N3513,1
N20089,N8088,3
N20089,N24252,2
N20090,N12115,4
N20090,N24271,5
N20090,N5441,5
N20091,N19772,1
N20091,N2928,1
N20091,N549,1
N20092,N20537,3
N20092,N16665,4
N20092,N19601,1
N20093,N1016,2
N20093,N5724,4
N20093,N21769,4
N20094,N13253,5
N20094,N7757,5
N20094,N17100,2
N20095,N4572,2
N20095,N93,1
N20095,N20842,5
N20096,N13025,1
N20096,N20711,5
N20096,N570,4
N20097,N8822,4
N20097,N22962,1
N20097,N3156,2
N20098,N15707,4
N20098,N20988,2
N20098,N2771,2
N20099,N9953,1
N20099,N17556,5
N20099,N3626,5
N20100,N11883,4
N20100,N21228,5
N20100,N9411,1
N20101,N21480,2
N20101,N1898,1
N20101,N16038,3
N20102,N8301,3
N20102,N21106,1
N20102,N19857,5
N20103,N17874,4
N20103,N15117,3
N20103,N10688,2
N20104,N20974,4
N20104,N17656,3
N20104,N6166,2
N20105,N5380,4
N20105,N12071,1
N20105,N3170,3
N20106,N2889,5
N20106,N24809,4
N20106,N23418,4
N20107,N7948,1
N20107,N4740,5
N20107,N6046,4
N20108,N12190,2
N20108,N7238,2
N20108,N239,2
N20109,N18396,3
N20109,N10829,1
N20109,N3128,3
N20110,N2911,1
N20110,N4603,5
N20110,N21169,1
N20111,N10764,2
N20111,N19796,4
N20111,N116,2
N20112,N2172,4
N20112,N2526,1
N20112,N14454,2
N20113,N4982,2
N20113,N11350,2
N20113,N1224,1
N20114,N12268,3
N20114,N7396,1
N20114,N123,4
N20115,N17254,4
N20115,N6190,1
N20115,N1038,3
N20116,N1554,5
N20116,N5206,4
N20116,N4318,5
N20117,N3039,4
N20117,N118,4
N20117,N6574,1
N20118,N5357,3
N20118,N2051,1
N20118,N6378,5
N20119,N130,4
N20119,N10839,4
N20119,N2891,3
N20120,N2598,3
N20120,N3327,4
N20120,N4052,2
N20121,N7334,4
N20121,N1188,4
N20121,N12321,1
N20122,N17090,4
N20122,N13279,3
N20122,N12589,4
N20123,N16608,5
N20123,N10023,1
N20123,N22553,4
N20124,N11501,4
N20124,N644,1
N20124,N13660,5
N20125,N24640,3
N20125,N8477,3
N20125,N19117,4
N20126,N2282,1
N20126,N11508,2
N20126,N16479,1
N20127,N19636,1
N20127,N503,4
N20127,N14859,5
N20128,N3001,1
N20128,N13775,1
N20128,N2619,4
N20129,N17769,4
N20129,N19103,3
N20129,N13446,1
N20130,N24631,2
N20130,N1192,2
N20130,N4857,2
N20131,N19365,2
N20131,N18345,4
N20131,N3043,4
N20132,N10431,3
N20132,N9988,5
N20132,N19664,2
N20133,N23549,4
N20133,N2791,5
N20133,N21858,4
N20134,N9841,2
N20134,N23181,3
N20134,N10792,1
N20135,N5166,3
N20135,N5092,1
N20135,N3873,4
N20136,N4754,3
N20136,N17777,2
N20136,N9528,1
N20137,N1499,1
N20137,N2074,3
N20137,N12026,1
N20138,N8147,3
N20138,N23847,3
N20138,N5356,1
N20139,N8526,2
N20139,N4477,3
N20139,N18327,5
N20140,N18163,5
N20140,N18543,1
N20140,N23550,5
N20141,N15496,4
N20141,N5032,5
N20141,N1050,2
N20142,N16907,2
N20142,N15252,5
N20142,N14222,3
N20143,N1410,3
N20143,N312,4
N20143,N933,4
N20144,N12571,5
N20144,N8953,4
N20144,N15306,4
N20145,N24886,1
N20145,N18106,5
N20145,N21932,4
N20146,N20288,1
N20146,N23020,5
N20146,N1214,3
N20147,N24555,2
N20147,N3964,3
N20147,N3296,5
N20148,N5003,3
N20148,N10560,4
N20148,N6202,5
N20149,N4065,3
N20149,N15477,3
N20149,N21815,4
N20150,N18704,3
N20150,N18090,1
N20150,N21461,4
N20151,N18048,4
N20151,N4133,2
N20151,N5414,4
N20152,N542,3
N20152,N4912,2
N20152,N6389,5
N20153,N9919,3
N20153,N1047,5
N20153,N12715,1
N20154,N4262,5
N20154,N3413,1
N20154,N7816,3
N20155,N5574,4
N20155,N2271,5
N20155,N618,4
N20156,N18326,3
N20156,N15142,5
N20156,N1099,3
N20157,N13270,3
N20157,N24731,5
N20157,N13756,5
N20158,N2658,5
N20158,N3330,2
N20158,N6687,2
N20159,N2858,5
N20159,N10227,2
N20159,N1,3
N20160,N16580,4
N20160,N1468,2
N20160,N24651,2
N20161,N2285,1
N20161,N23200,4
N20161,N21347,4
N20162,N19481,5
N20162,N6775,2
N20162,N24370,1
N20163,N17168,4
N20163,N21216,4
N20163,N15342,2
N20164,N13037,2
N20164,N8346,5
N20164,N23078,4
N20165,N11557,2
N20165,N22881,5
N20165,N7567,4
N20166,N11651,4
N20166,N21385,2
N20166,N24732,5
N20167,N15697,2
N20167,N20916,1
N20167,N12539,3
N20168,N5664,2
N20168,N24789,3
N20168,N21823,4
N20169,N544,1
N20169,N1539,2
N20169,N4773,3
N20170,N700,5
N20170,N17094,1
N20170,N7302,5
N20171,N6171,2
N20171,N5878,5
N20171,N1593,2
N20172,N7363,1
N20172,N14374,4
N20172,N19162,3
N20173,N4532,5
N20173,N21751,3
N20173,N21559,3
N20174,N2543,1
N20174,N5484,4
N20174,N5322,2
N20175,N2823,5
N20175,N2101,5
N20175,N17402,1
N20176,N6559,3
N20176,N20415,3
N20176,N4514,5
N20177,N4729,5
N20177,N11119,2
N20177,N24628,1
N20178,N12175,4
N20178,N3764,2
N20178,N177,5
N20179,N13364,1
N20179,N23878,5
N20179,N5096,4
N20180,N13091,1
N20180,N6069,5
N20180,N354,5
N20181,N4962,2
N20181,N5242,3
N20181,N11421,3
N20182,N5387,1
N20182,N17560,3
N20182,N300,2
N20183,N6055,5
N20183,N24738,3
N20183,N5419,5
N20184,N4316,2
N20184,N5066,3
N20184,N18593,3
N20185,N13429,1
N20185,N1785,2
N20185,N2962,3
N20186,N3955,1
N20186,N3388,1
N20186,N12,4
N20187,N2089,4
N20187,N2072,2
N20187,N16166,1
N20188,N20071,4
N20188,N2126,3
N20188,N11541,1
N20189,N11879,4
N20189,N2621,5
N20189,N20073,3
N20190,N4608,4
N20190,N22775,2
N20190,N12677,1
N20191,N23244,5
N20191,N2460,1
N20191,N24989,2
N20192,N6389,1
N20192,N963,3
N20192,N22106,3
N20193,N18170,4
N20193,N5392,4
N20193,N1677,3
N20194,N17051,3
N20194,N282,5
N20194,N6052,2
N20195,N23235,2
N20195,N7644,3
N20195,N7230,3
N20196,N1789,2
N20196,N754,1
N20196,N5039,2
N20197,N13633,3
N20197,N17862,2
N20197,N19259,5
N20198,N6618,3
N20198,N7330,2
N20198,N2375,2
N20199,N10604,5
N20199,N8040,4
N20199,N9491,4
N20200,N12588,4
N20200,N8518,3
N20200,N93,2
N20201,N6249,2
N20201,N18422,3
N20201,N24091,3
N20202,N13652,1
N20202,N8454,2
N20202,N2708,2
N20203,N3984,5
N20203,N14233,2
N20203,N2584,5
N20204,N16306,3
N20204,N9347,1
N20204,N6957,1
N20205,N4921,3
N20205,N12691,5
N20205,N9230,5
N20206,N22477,5
N20206,N4126,3
N20206,N2184,3
N20207,N3771,2
N20207,N9043,1
N20207,N14172,1
N20208,N21367,1
N20208,N15619,3
N20208,N15940,4
N20209,N5012,4
N20209,N7203,4
N20209,N5684,4
N20210,N1905,2
N20210,N5638,4
N20210,N10505,5
N20211,N2862,2
N20211,N14810,2
N20211,N14505,4
N20212,N18476,3
N20212,N23304,4
N20212,N21997,1
N20213,N18118,4
N20213,N22077,3
N20213,N18873,1
N20214,N5109,2
N20214,N4428,3
N20214,N17822,1
N20215,N121,5
N20215,N15501,5
N20215,N24387,4
N20216,N4745,5
N20216,N1944,3
N20216,N4313,3
N20217,N12786,1
N20217,N6237,1
N20217,N19610,3
N20218,N2177,4
N20218,N24409,2
N20218,N8056,5
N20219,N2635,5
N20219,N1160,2
N20219,N3835,5
N20220,N1372,5
N20220,N2368,1
N20220,N20171,5
N20221,N13663,5
N20221,N22635,1
N20221,N20071,4
N20222,N775,4
N20222,N22395,3
N20222,N20136,4
N20223,N10337,1
N20223,N4547,4
N20223,N18292,2
N20224,N18793,4
N20224,N208,3
N20224,N15841,2
N20225,N20564,2
N20225,N2168,4
N20225,N18483,3
N20226,N12208,1
N20226,N156,3
N20226,N22338,1
N20227,N7644,3
N20227,N17083,1
N20227,N20448,5
N20228,N3708,3
N20228,N4336,4
N20228,N11477,3
N20229,N19815,2
N20229,N15104,4
N20229,N139,2
N20230,N14927,5
N20230,N24971,3
N20230,N6391,3
N20231,N2151,4
N20231,N3127,4
N20231,N17595,2
N20232,N7151,3
N20232,N11935,5
N20232,N2536,4
N20233,N8601,4
N20233,N7411,3
N20233,N14193,4
N20234,N23345,5
N20234,N19855,2
N20234,N12521,1
N20235,N10368,5
N20235,N5061,3
N20235,N2553,3
N20236,N5068,1
N20236,N2269,5
N20236,N11794,4
N20237,N15399,5
N20237,N7043,2
N20237,N17750,2
N20238,N17974,5
N20238,N11312,2
N20238,N20590,2
N20239,N6613,3
N20239,N1723,5
N20239,N12918,4
N20240,N23115,4
N20240,N24809,4
N20240,N12190,1
N20241,N4180,2
N20241,N2497,5
N20241,N7052,4
N20242,N8331,1
N20242,N2170,3
N20242,N4197,3
N20243,N6754,5
N20243,N16758,5
N20243,N497,3
N20244,N5542,2
N20244,N14751,5
N20244,N841,3
N20245,N6956,3
N20245,N21588,4
N20245,N20660,2
N20246,N11583,5
N20246,N19741,1
N20246,N5413,5
N20247,N6979,3
N20247,N8844,1
N20247,N14306,5
N20248,N3607,2
N20248,N13076,3
N20248,N18781,5
N20249,N15285,4
N20249,N3185,2
N20249,N1155,5
N20250,N3755,2
N20250,N8048,3
N20250,N9844,1
N20251,N4623,2
N20251,N17600,1
N20251,N5399,2
N20252,N7655,1
N20252,N19320,5
N20252,N4748,3
N20253,N781,2
N20253,N7054,4
N20253,N23040,2
N20254,N19680,2
N20254,N4211,4
N20254,N966,2
N20255,N3798,4
N20255,N18120,5
N20255,N20268,1
N20256,N6953,3
N20256,N1896,5
N20256,N19613,1
N20257,N15394,5
N20257,N12766,5
N20257,N1806,5
N20258,N16222,2
N20258,N2980,2
N20258,N12069,1
N20259,N10511,4
N20259,N21529,2
N20259,N15290,5
N20260,N21303,2
N20260,N23060,4
N20260,N20012,1
N20261,N8246,2
N20261,N14130,5
N20261,N8824,1
N20262,N10219,5
N20262,N7591,3
N20262,N10491,3
N20263,N2073,1
N20263,N7449,1
N20263,N2621,2
N20264,N21815,2
N20264,N9617,2
N20264,N761,4
N20265,N6601,1
N20265,N24567,4
N20265,N6889,1
N20266,N8858,5
N20266,N12528,5
N20266,N4991,5
N20267,N7603,3
N20267,N19720,1
N20267,N14167,4
N20268,N2941,1
N20268,N1288,5
N20268,N15511,2
N20269,N24306,1
N20269,N12519,1
N20269,N13631,4
N20270,N10799,1
N20270,N17045,4
N20270,N4943,2
N20271,N19022,5
N20271,N2646,3
N20271,N12514,1
N20272,N11480,4
N20272,N7747,1
N20272,N4355,2
N20273,N4322,5
N20273,N1383,2
N20273,N9788,2
N20274,N6881,3
N20274,N3348,3
N20274,N19882,3
N20275,N14313,4
N20275,N6841,3
N20275,N9893,4
N20276,N22738,4
N20276,N15511,3
N20276,N4680,4
N20277,N2988,2
N20277,N4271,3
N20277,N7114,4
N20278,N10002,4
N20278,N10174,4
N20278,N21440,5
N20279,N19915,1
N20279,N13648,4
N20279,N10761,1
N20280,N13385,4
N20280,N17226,1
N20280,N17425,3
N20281,N772,4
N20281,N23268,5
N20281,N23171,1
N20282,N2631,2
N20282,N298,1
N20282,N3756,1
N20283,N12844,3
N20283,N14435,1
N20283,N2192,4
N20284,N1202,5
N20284,N12593,3
N20284,N17792,1
N20285,N3524,5
N20285,N15917,5
N20285,N66,5
N20286,N15995,5
N20286,N11271,5
N20286,N8464,5
N20287,N22057,4
N20287,N23296,2
N20287,N3915,2
N20288,N7163,2
N20288,N3384,3
N20288,N16758,4
N20289,N6335,1
N20289,N2678,5
N20289,N5139,5
N20290,N7411,5
N20290,N5677,2
N20290,N14935,1
N20291,N3765,4
N20291,N8883,5
N20291,N3339,2
N20292,N18533,5
N20292,N24525,5
N20292,N4031,5
N20293,N520,2
N20293,N3133,2
N20293,N8575,4
N20294,N5369,4
N20294,N7347,4
N20294,N3871,4
N20295,N21958,5
N20295,N7679,3
N20295,N4157,3
N20296,N3064,5
N20296,N13907,4
N20296,N24607,2
N20297,N18631,4
N20297,N10589,2
N20297,N11776,2
N20298,N7198,3
N20298,N23350,5
N20298,N15482,4
N20299,N11277,2
N20299,N18606,1
N20299,N2764,3
N20300,N4121,1
N20300,N12287,3
N20300,N12966,2
N20301,N6924,4
N20301,N2150,5
N20301,N3552,5
N20302,N19897,2
N20302,N14942,4
N20302,N2577,2
N20303,N7500,3
N20303,N23308,3
N20303,N11078,4
N20304,N9475,1
N20304,N19778,4
N20304,N10578,4
N20305,N5254,4
N20305,N15590,2
N20305,N12793,3
N20306,N8350,5
N20306,N3547,1
N20306,N871,5
N20307,N1025,2
N20307,N8145,4
N20307,N20438,5
N20308,N20209,3
N20308,N11531,3
N20308,N24890,3
N20309,N3573,5
N20309,N11895,5
N20309,N5361,2
N20310,N20697,5
N20310,N22518,2
N20310,N1057,2
N20311,N20693,3
N20311,N8006,4
N20311,N3396,2
N20312,N22406,1
N20312,N18425,3
N20312,N7099,5
N20313,N12134,3
N20313,N11540,3
N20313,N12992,4
N20314,N1587,3
N20314,N8033,2
N20314,N2766,2
N20315,N9528,2
N20315,N15740,3
N20315,N16863,3
N20316,N23117,3
N20316,N3975,5
N20316,N20618,3
N20317,N18040,2
N20317,N21647,2
N20317,N621,1
N20318,N8941,2
N20318,N18004,2
N20318,N12498,1
N20319,N117,3
N20319,N21546,2
N20319,N15688,4
N20320,N1189,3
N20320,N13140,5
N20320,N14700,1
N20321,N24993,3
N20321,N12957,2
N20321,N4365,3
N20322,N4820,5
N20322,N1094,1
N20322,N20625,2
N20323,N19542,3
N20323,N2594,1
N20323,N2335,4
N20324,N19761,2
N20324,N13243,4
N20324,N16916,4
N20325,N22972,3
N20325,N14092,2
N20325,N19341,5
N20326,N6008,5
N20326,N18319,5
N20326,N657,5
N20327,N5861,3
N20327,N5279,4
N20327,N4528,3
N20328,N1396,2
N20328,N638,1
N20328,N4334,2
N20329,N13947,5
N20329,N23858,5
N20329,N12459,5
N20330,N17212,3
N20330,N1573,5
N20330,N2327,1
N20331,N22811,4
N20331,N22959,3
N20331,N17237,4
N20332,N17699,2
N20332,N5062,2
N20332,N20029,5
N20333,N21603,2
N20333,N12125,1
N20333,N359,2
N20334,N15595,2
N20334,N3382,3
N20334,N17862,1
N20335,N453,2
N20335,N5206,4
N20335,N9694,2
N20336,N243,4
N20336,N14631,5
N20336,N6288,4
N20337,N3289,1
N20337,N11114,4
N20337,N4147,3
N20338,N19305,4
N20338,N2010,5
N20338,N3033,2
N20339,N12561,4
N20339,N11182,3
N20339,N7303,1
N20340,N15076,1
N20340,N13273,3
N20340,N4504,4
N20341,N5553,3
N20341,N6296,5
N20341,N12772,3
N20342,N5889,1
N20342,N7599,1
N20342,N20090,2
N20343,N9690,2
N20343,N12137,2
N20343,N8762,1
N20344,N10058,1
N20344,N16345,5
N20344,N16866,4
N20345,N24679,4
N20345,N4443,3
N20345,N18873,3
N20346,N5215,3
N20346,N13951,3
N20346,N19903,1
N20347,N21644,3
N20347,N10884,3
N20347,N6466,3
N20348,N23308,4
N20348,N10524,4
N20348,N1779,5
N20349,N23417,1
N20349,N12159,4
N20349,N10199,5
N20350,N3908,5
N20350,N13691,1
N20350,N3808,2
N20351,N5047,2
N20351,N279,3
N20351,N2712,2
N20352,N24400,1
N20352,N7373,3
N20352,N13106,2
N20353,N19391,2
N20353,N1480,1
N20353,N15564,5
N20354,N22182,1
N20354,N20089,5
N20354,N8170,3
N20355,N945,4
N20355,N19203,1
N20355,N18480,4
N20356,N15536,5
N20356,N326,3
N20356,N1364,5
N20357,N1429,2
N20357,N7519,3
N20357,N24494,3
N20358,N10205,4
N20358,N19083,5
N20358,N21837,1
N20359,N1734,4
N20359,N3897,1
N20359,N15370,1
N20360,N5387,4
N20360,N6963,1
N20360,N12804,3
N20361,N18707,5
N20361,N6619,4
N20361,N3057,5
N20362,N12171,2
N20362,N6173,2
N20362,N175,3
N20363,N16982,4
N20363,N3239,5
N20363,N7248,5
N20364,N12372,4
N20364,N23102,2
N20364,N1513,3
N20365,N23867,1
N20365,N336,1
N20365,N21006,3
N20366,N20669,1
N20366,N4668,4
N20366,N3632,3
N20367,N16889,1
N20367,N17846,4
N20367,N5057,5
N20368,N248,4
N20368,N10981,5
N20368,N10727,4
N20369,N16512,4
N20369,N13132,5
N20369,N4461,5
N20370,N829,1
N20370,N6360,4
N20370,N15170,5
N20371,N1264,3
N20371,N23498,1
N20371,N1117,4
N20372,N2463,1
N20372,N22808,1
N20372,N22778,5
N20373,N1290,5
N20373,N4395,3
N20373,N24099,1
N20374,N1183,4
N20374,N7571,5
N20374,N7650,1
N20375,N3870,2
N20375,N15715,3
N20375,N7251,3
N20376,N3948,1
N20376,N13396,2
N20376,N2769,5
N20377,N11568,2
N20377,N7206,3
N20377,N137,3
N20378,N575,1
N20378,N3029,5
N20378,N1912,3
N20379,N11659,2
N20379,N14247,3
N20379,N3272,4
N20380,N1579,5
N20380,N5855,3
N20380,N2450,1
N20381,N6876,5
N20381,N8841,1
N20381,N17538,3
N20382,N14501,5
N20382,N17582,3
N20382,N11639,5
N20383,N14700,2
N20383,N6318,4
N20383,N416,1
N20384,N5066,3
N20384,N23827,2
N20384,N617,4
N20385,N20381,2
N20385,N19623,3
N20385,N5463,3
N20386,N3542,4
N20386,N7026,1
N20386,N16797,5
N20387,N17333,5
N20387,N9672,1
N20387,N18422,4
N20388,N15722,3
N20388,N437,5
N20388,N179,3
N20389,N2387,3
N20389,N6933,3
N20389,N4902,2
N20390,N538,3
N20390,N5090,4
N20390,N10568,4
N20391,N35,3
N20391,N5721,1
N20391,N1757,4
N20392,N15956,5
N20392,N21353,1
N20392,N643,2
N20393,N6890,4
N20393,N994,3
N20393,N6385,4
N20394,N4931,5
N20394,N4171,2
N20394,N23314,3
N20395,N21505,2
N20395,N24036,5
N20395,N18566,1
N20396,N3954,5
N20396,N2135,4
N20396,N19570,4
N20397,N19526,1
N20397,N1116,2
N20397,N18420,5
N20398,N7227,4
N20398,N15808,2
N20398,N1533,1
N20399,N2937,2
N20399,N17129,5
N20399,N19947,5
N20400,N7206,1
N20400,N13466,1
N20400,N14699,5
N20401,N9845,4
N20401,N10559,3
N20401,N19363,1
N20402,N7235,3
N20402,N11760,3
N20402,N3897,4
N20403,N23873,4
N20403,N9582,2
N20403,N3877,5
N20404,N16288,2
N20404,N1759,4
N20404,N7439,1
N20405,N12668,4
N20405,N22606,2
N20405,N1570,4
N20406,N5711,5
N20406,N16079,4
N20406,N711,1
N20407,N20769,3
N20407,N16171,1
N20407,N22715,2
N20408,N5424,3
N20408,N166,2
N20408,N14971,3
N20409,N7277,5
N20409,N17958,5
N20409,N5545,4
N20410,N15632,3
N20410,N5370,3
N20410,N5874,4
N20411,N18760,5
N20411,N2558,5
N20411,N14589,5
N20412,N11222,2
N20412,N3558,3
N20412,N7082,3
N20413,N21762,4
N20413,N4272,5
N20413,N5200,4
N20414,N13426,3
N20414,N11423,1
N20414,N7196,1
N20415,N3003,5
N20415,N4533,2
N20415,N2791,4
N20416,N7170,5
N20416,N5898,1
N20416,N3942,5
N20417,N14531,5
N20417,N21615,1
N20417,N4703,4
N20418,N20732,1
N20418,N8769,2
N20418,N1502,2
N20419,N940,5
N20419,N7182,1
N20419,N23786,5
N20420,N985,2
N20420,N1989,2
N20420,N5774,4
N20421,N23184,5
N20421,N16026,1
N20421,N6410,1
N20422,N19757,1
N20422,N120,3
N20422,N8041,4
N20423,N7794,1
N20423,N2783,2
N20423,N5988,5
N20424,N14587,2
N20424,N8740,5
N20424,N1973,4
N20425,N2124,1
N20425,N21762,4
N20425,N2050,2
N20426,N17723,5
N20426,N3583,2
N20426,N12051,4
N20427,N10497,5
N20427,N1711,5
N20427,N11482,3
N20428,N21427,2
N20428,N23882,4
N20428,N4904,4
N20429,N19822,1
N20429,N3656,5
N20429,N20836,2
N20430,N14129,5
N20430,N23889,1
N20430,N6239,5
N20431,N5834,3
N20431,N5626,4
N20431,N6618,5
N20432,N22358,3
N20432,N5298,5
N20432,N11045,4
N20433,N19943,4
N20433,N5831,2
N20433,N2635,3
N20434,N21485,2
N20434,N24074,2
N20434,N2878,5
N20435,N13172,4
N20435,N22852,1
N20435,N41,4
N20436,N18670,1
N20436,N10088,3
N20436,N4403,5
N20437,N13160,3
N20437,N8836,1
N20437,N14506,1
N20438,N15093,2
N20438,N10603,1
N20438,N13622,1
N20439,N332,5
N20439,N23716,3
N20439,N5237,4
N20440,N6233,4
N20440,N4815,4
N20440,N21243,1
N20441,N20430,1
N20441,N5016,2
N20441,N7464,2
N20442,N3725,4
N20442,N13797,4
N20442,N24354,4
N20443,N434,3
N20443,N7833,4
N20443,N209,3
N20444,N1717,3
N20444,N11653,3
N20444,N6813,1
N20445,N5937,5
N20445,N6249,5
N20445,N11124,5
N20446,N1854,2
N20446,N5711,3
N20446,N23049,5
N20447,N10461,1
N20447,N19298,2
N20447,N2659,4
N20448,N19707,2
N20448,N18918,2
N20448,N2392,1
N20449,N10078,1
N20449,N5707,5
N20449,N6956,1
N20450,N9778,5
N20450,N13638,1
N20450,N23930,5
N20451,N5007,3
N20451,N18403,2
N20451,N13389,5
N20452,N1219,2
N20452,N17519,2
N20452,N14420,4
N20453,N8038,1
N20453,N8504,4
N20453,N8866,2
N20454,N7653,5
N20454,N1351,1
